(8194, '10ανακυψασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12789, 'ειδωλολατραισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14205, 'ειδωλολατρεια', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(16942, 'ειδωλολατρειαισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13049, 'ειδωλολατρειασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12794, 'ειδωλολατρησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14206, 'ειδωλολατρια', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16945, 'ειδωλολατριαισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13050, 'ειδωλολατριασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12937, 'ειδωλον', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12939, 'ειδωλου', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9436, 'ειδωλω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10153, 'ειδωλων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(12652, 'ειδωμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1457, 'ειδωσ', 24, 'N/A', 'N/A', 'N/A', 'N/A')
(5449, 'ειη', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(5643, 'ειθισμενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(792, 'εικη', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(7268, 'εικονα', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(17875, 'εικονι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11650, 'εικονοσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(6857, 'εικοσι', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(3269, 'εικων', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(15030, 'ειλατο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15029, 'ειλετο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17478, 'ειληφα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17486, 'ειληφασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13043, 'ειληφεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3654, 'ειληφωσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13446, 'ειλικρινεια', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12783, 'ειλικρινειασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(14516, 'ειλικρινεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17170, 'ειλικρινη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10870, 'ειλκον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10267, 'ειλκυσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8651, 'ειλκυσεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6992, 'ειλκωμενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(469, 'ειμι', 157, 'N/A', 'N/A', 'N/A', 'N/A')
(2622, 'ειναι', 149, 'N/A', 'N/A', 'N/A', 'N/A')
(5844, 'εινεκεν', 11, 'N/A', 'N/A', 'N/A', 'N/A')
(14061, 'ειξαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4835, 'ειπα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(229, 'ειπαν', 95, 'N/A', 'N/A', 'N/A', 'N/A')
(3772, 'ειπασ', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(1749, 'ειπατε', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(18208, 'ειπατω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11121, 'ειπατωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(536, 'ειπε', 25, 'N/A', 'N/A', 'N/A', 'N/A')
(1464, 'ειπειν', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(253, 'ειπεν', 745, 'N/A', 'N/A', 'N/A', 'N/A')
(11837, 'ειπερ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(5031, 'ειπεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(793, 'ειπη', 26, 'N/A', 'N/A', 'N/A', 'N/A')
(1291, 'ειπησ', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(2700, 'ειπητε', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(228, 'ειπον', 278, 'N/A', 'N/A', 'N/A', 'N/A')
(9701, 'ειποντα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9425, 'ειποντεσ', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(2123, 'ειποντι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2755, 'ειποντοσ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(8360, 'ειπουσα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(311, 'ειπω', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(3146, 'ειπωμεν', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(3827, 'ειπων', 43, 'N/A', 'N/A', 'N/A', 'N/A')
(706, 'ειπωσιν', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(10455, 'ειργαζετο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17295, 'ειργασαμεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16299, 'ειργασαντο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3640, 'ειργασατο', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(7839, 'ειργασμενα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8092, 'ειρηκα', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(18086, 'ειρηκαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7894, 'ειρηκασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10424, 'ειρηκασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9543, 'ειρηκατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7378, 'ειρηκει', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7377, 'ειρηκεν', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(16156, 'ειρηκεναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3911, 'ειρηκοτοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5631, 'ειρημενον', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(4885, 'ειρηνευετε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(12348, 'ειρηνευοντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1683, 'ειρηνη', 52, 'N/A', 'N/A', 'N/A', 'N/A')
(1776, 'ειρηνην', 31, 'N/A', 'N/A', 'N/A', 'N/A')
(5565, 'ειρηνησ', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(16630, 'ειρηνικη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16364, 'ειρηνικον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14719, 'ειρηνοποιησασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(696, 'ειρηνοποιοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5833, 'ειρηται', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(202, 'εισ', 2109, 'N/A', 'N/A', 'N/A', 'N/A')
(6830, 'εισαγαγε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5642, 'εισαγαγειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15740, 'εισαγαγη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10892, 'εισαγεσθαι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15886, 'εισακουσθεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(988, 'εισακουσθησονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13256, 'εισακουσονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13671, 'εισδεξομαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9871, 'εισδραμουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15828, 'εισελευσεσθαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1225, 'εισελευσεται', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17532, 'εισελευσομαι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4914, 'εισελευσονται', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(16697, 'εισεληλυθασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7926, 'εισεληλυθατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1187, 'εισελθατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5082, 'εισελθατω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(977, 'εισελθε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2038, 'εισελθειν', 46, 'N/A', 'N/A', 'N/A', 'N/A')
(1186, 'εισελθετε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5081, 'εισελθετω', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4897, 'εισελθη', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(1311, 'εισελθησ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(779, 'εισελθητε', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(2112, 'εισελθοντα', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(9212, 'εισελθοντεσ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(1299, 'εισελθοντι', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1300, 'εισελθοντοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7375, 'εισελθοντων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4599, 'εισελθουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5306, 'εισελθουσαι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(4587, 'εισελθουσησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4463, 'εισελθωμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1576, 'εισελθων', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(13260, 'εισελθωσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(5951, 'εισενεγκειν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1005, 'εισενεγκησ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5953, 'εισενεγκωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10067, 'εισεπηδησαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10302, 'εισεπηδησεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4665, 'εισεπορευετο', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3353, 'εισερχεσθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7321, 'εισερχεσθωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16129, 'εισερχεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6413, 'εισερχησθε', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(15838, 'εισερχομεθα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15955, 'εισερχομενην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1196, 'εισερχομενοι', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2501, 'εισερχομενον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8281, 'εισερχομενοσ', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7063, 'εισερχομενου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3354, 'εισερχομενουσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8663, 'εισηγαγεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7456, 'εισηγαγον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10833, 'εισηει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5398, 'εισηκουσθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(6573, 'εισηλθατε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(360, 'εισηλθεν', 51, 'N/A', 'N/A', 'N/A', 'N/A')
(3249, 'εισηλθεσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6572, 'εισηλθετε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9804, 'εισηλθομεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3631, 'εισηλθον', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(15338, 'εισηνεγκαμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16083, 'εισιασιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9039, 'εισιεναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(351, 'εισιν', 196, 'N/A', 'N/A', 'N/A', 'N/A')
(9746, 'εισκαλεσαμενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14874, 'εισοδον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(17031, 'εισοδοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9977, 'εισοδου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4532, 'εισπορευεται', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4372, 'εισπορευομεναι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4956, 'εισπορευομενοι', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(2517, 'εισπορευομενον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(9497, 'εισπορευομενοσ', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11600, 'εισπορευομενουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9037, 'εισπορευομενων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4179, 'εισπορευονται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2132, 'ειστηκει', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(2120, 'ειστηκεισαν', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(10393, 'εισφερεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16456, 'εισφερεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6599, 'εισφερωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4367, 'ειτα', 17, 'N/A', 'N/A', 'N/A', 'N/A')
(12313, 'ειτε', 69, 'N/A', 'N/A', 'N/A', 'N/A')
(398, 'ειχεν', 34, 'N/A', 'N/A', 'N/A', 'N/A')
(8699, 'ειχεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8279, 'ειχετε', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(16356, 'ειχομεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2367, 'ειχον', 25, 'N/A', 'N/A', 'N/A', 'N/A')
(8577, 'ειχοσαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3951, 'ειωθει', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5839, 'ειωθοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(10619, 'ειων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(24, 'εκ', 785, 'N/A', 'N/A', 'N/A', 'N/A')
(9732, 'εκαθαρισεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1287, 'εκαθαρισθη', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(7066, 'εκαθαρισθησαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7866, 'εκαθεζετο', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(3861, 'εκαθεζομην', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(1383, 'εκαθευδεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3614, 'εκαθευδον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2127, 'εκαθητο', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(17534, 'εκαθισα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3317, 'εκαθισαν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4958, 'εκαθισεν', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(10037, 'εκακωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(9380, 'εκακωσεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(321, 'εκαλεσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1739, 'εκαλεσαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(192, 'εκαλεσεν', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(5524, 'εκαλουν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2182, 'εκαμμυσαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12217, 'εκαμψαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16275, 'εκαρτερησεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12838, 'εκαστη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15822, 'εκαστην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14556, 'εκαστοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6085, 'εκαστον', 15, 'N/A', 'N/A', 'N/A', 'N/A')
(2873, 'εκαστοσ', 49, 'N/A', 'N/A', 'N/A', 'N/A')
(17044, 'εκαστοτε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10420, 'εκαστου', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(2672, 'εκαστω', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(2155, 'εκατον', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(11871, 'εκατονταετησ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2966, 'εκατονταπλασιονα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(10878, 'εκατονταρχασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1337, 'εκατονταρχη', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(6123, 'εκατονταρχησ', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(10959, 'εκατονταρχον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1302, 'εκατονταρχοσ', 16, 'N/A', 'N/A', 'N/A', 'N/A')
(6108, 'εκατονταρχου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10877, 'εκατονταρχουσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(11014, 'εκατονταρχων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2146, 'εκαυματισθη', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(17960, 'εκαυματισθησαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1141, 'εκβαλε', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(1143, 'εκβαλειν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(3253, 'εκβαλετε', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(1617, 'εκβαλη', 9, 'N/A', 'N/A', 'N/A', 'N/A')
(1604, 'εκβαλλει', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(1625, 'εκβαλλειν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(1420, 'εκβαλλεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(2521, 'εκβαλλεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1663, 'εκβαλλετε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11468, 'εκβαλλομενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6765, 'εκβαλλομενουσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(4868, 'εκβαλλοντα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2034, 'εκβαλλουσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(2033, 'εκβαλλω', 7, 'N/A', 'N/A', 'N/A', 'N/A')
(4222, 'εκβαλλων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7255, 'εκβαλοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(16577, 'εκβαλουσα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(5339, 'εκβαλουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1138, 'εκβαλω', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4531, 'εκβαλων', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(4836, 'εκβαλωσιν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(13047, 'εκβασιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5316, 'εκβεβληκει', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1598, 'εκβληθεντοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(8436, 'εκβληθησεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(1333, 'εκβληθησονται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11404, 'εκβολην', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3289, 'εκγαμιζονται', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(3558, 'εκγαμιζοντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12926, 'εκγαμιζων', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(7277, 'εκγαμισκονται', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15250, 'εκγονα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13977, 'εκδαπανηθησομαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13128, 'εκδεχεσθε', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16702, 'εκδεχεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13404, 'εκδεχομαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16151, 'εκδεχομενοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10374, 'εκδεχομενου', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7957, 'εκδεχομενων', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(15518, 'εκδηλοσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13595, 'εκδημησαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13590, 'εκδημουμεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13598, 'εκδημουντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10005, 'εκδιηγηται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10120, 'εκδιηγουμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(17605, 'εκδικεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13829, 'εκδικησαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7322, 'εκδικησεωσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7105, 'εκδικησιν', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(12350, 'εκδικησισ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(7097, 'εκδικησον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(7102, 'εκδικησω', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(12372, 'εκδικοσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(12349, 'εκδικουντεσ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(14904, 'εκδιωξαντων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6564, 'εκδιωξουσιν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(8974, 'εκδοτον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16176, 'εκδοχη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13581, 'εκδυσαμενοι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3977, 'εκδυσαντεσ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(13586, 'εκδυσασθαι', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3190, 'εκδωσεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(309, 'εκει', 134, 'N/A', 'N/A', 'N/A', 'N/A')
(640, 'εκειθεν', 38, 'N/A', 'N/A', 'N/A', 'N/A')
(4702, 'εκεινα', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(3509, 'εκειναι', 5, 'N/A', 'N/A', 'N/A', 'N/A')
(378, 'εκειναισ', 18, 'N/A', 'N/A', 'N/A', 'N/A')
(16053, 'εκεινασ', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1228, 'εκεινη', 55, 'N/A', 'N/A', 'N/A', 'N/A')
(1579, 'εκεινην', 10, 'N/A', 'N/A', 'N/A', 'N/A')
(1407, 'εκεινησ', 23, 'N/A', 'N/A', 'N/A', 'N/A')
(3570, 'εκεινο', 6, 'N/A', 'N/A', 'N/A', 'N/A')
(3240, 'εκεινοι', 20, 'N/A', 'N/A', 'N/A', 'N/A')
(2162, 'εκεινοισ', 8, 'N/A', 'N/A', 'N/A', 'N/A')
(2308, 'εκεινον', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(2842, 'εκεινοσ', 68, 'N/A', 'N/A', 'N/A', 'N/A')
(2115, 'εκεινου', 22, 'N/A', 'N/A', 'N/A', 'N/A')
(3229, 'εκεινουσ', 12, 'N/A', 'N/A', 'N/A', 'N/A')
(1920, 'εκεινω', 13, 'N/A', 'N/A', 'N/A', 'N/A')
(2539, 'εκεινων', 14, 'N/A', 'N/A', 'N/A', 'N/A')
(10792, 'εκεισε', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4118, 'εκειτο', 4, 'N/A', 'N/A', 'N/A', 'N/A')
(11124, 'εκεκραξα', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10277, 'εκελευον', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11193, 'εκελευσα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(1359, 'εκελευσεν', 19, 'N/A', 'N/A', 'N/A', 'N/A')
(14560, 'εκενωσεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(18021, 'εκερασεν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3649, 'εκερδησα', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(2800, 'εκερδησασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(3642, 'εκερδησεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5003, 'εκεφαλαιωσαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(5004, 'εκεφαλιωσαν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6566, 'εκζητηθη', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(6569, 'εκζητηθησεται', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16383, 'εκζητησασ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(15067, 'εκζητησεισ', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(10144, 'εκζητησωσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(16230, 'εκζητουσιν', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(11796, 'εκζητων', 1, 'N/A', 'N/A', 'N/A', 'N/A')
(13873, 'εκηρυξαμεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4567, 'εκηρυξαν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(9772, 'εκηρυξεν', 2, 'N/A', 'N/A', 'N/A', 'N/A')
(4161, 'εκηρυσσεν', 3, 'N/A', 'N/A', 'N/A', 'N/A')
(4565, 'εκηρυσσον', 3, 'N/A', 'N/A', 'N/A', 'N/A')
